userid,browse_data_all_count,browse_data_all_max,browse_tag_all_count,browse_tag_all_max
50102,721,213,721,7
50103,824,213,824,10
50104,2338,213,2338,10
50105,616,194,616,10
50106,702,190,702,10
50107,736,213,736,10
50108,16,118,16,1
50109,650,190,650,10
50110,240,213,240,10
50111,209,190,209,10
50112,407,190,407,10
50113,1421,213,1421,10
50115,82,213,82,10
50116,54,215,54,4
50117,1936,213,1936,10
50118,2560,210,2560,10
50120,936,213,936,10
50121,171,190,171,10
50122,423,213,423,10
50123,407,190,407,10
50124,297,194,297,10
50125,1773,213,1773,10
50126,306,189,306,10
50127,245,190,245,10
50128,410,190,410,10
50129,1566,213,1566,10
50130,648,207,648,10
50131,810,190,810,10
50133,710,213,710,10
50134,488,201,488,10
50135,8,118,8,1
50136,512,213,512,10
50137,808,201,808,10
50138,36,20,36,1
50139,584,201,584,10
50140,846,201,846,10
50141,630,194,630,10
50142,520,213,520,10
50143,440,201,440,10
50144,378,213,378,10
50145,171,194,171,10
50146,272,190,272,10
50147,960,213,960,10
50148,1155,213,1155,10
50150,3744,213,3744,10
50151,2700,194,2700,10
50152,936,201,936,10
50153,576,201,576,10
50154,2856,213,2856,10
50155,112,188,112,10
50157,360,190,360,10
50158,450,201,450,10
50159,144,190,144,10
50160,272,208,272,10
50161,279,188,279,10
50163,360,190,360,10
50165,208,188,208,10
50166,780,213,780,10
50167,1359,213,1359,10
50168,52,188,52,10
50169,187,190,187,10
50170,225,201,225,10
50171,51,188,51,10
50172,2320,213,2320,10
50173,610,213,610,10
50174,540,190,540,10
50175,440,200,440,11
50176,264,190,264,10
50177,1080,194,1080,10
50178,448,189,448,10
50179,154,190,154,10
50180,512,190,512,10
50181,324,190,324,10
50182,1092,188,1092,10
50183,26,190,26,10
50184,536,213,536,10
50185,76,190,76,10
50186,200,190,200,10
50187,473,173,473,7
50188,1494,201,1494,10
50189,418,188,418,10
50190,456,188,456,10
50191,560,190,560,10
50192,2673,210,2673,10
50193,450,190,450,10
50194,288,190,288,10
50195,208,190,208,10
50197,2270,210,2270,10
50198,1786,213,1786,10
50199,88,201,88,10
50200,1728,190,1728,10
50201,486,213,486,10
50202,44,173,44,1
50203,171,190,171,10
50204,209,213,209,10
50205,138,210,138,10
50206,70,190,70,10
50207,342,213,342,10
50208,1246,190,1246,10
50209,63,173,63,10
50210,3465,213,3465,10
50211,364,190,364,10
50212,276,213,276,10
50213,720,190,720,10
50214,104,190,104,10
50215,136,173,136,6
50217,264,190,264,10
50218,520,201,520,10
50219,1313,201,1313,10
50220,1040,190,1040,10
50221,320,213,320,10
50222,432,213,432,10
50223,504,213,504,10
50224,608,194,608,10
50225,320,190,320,10
50226,160,202,160,10
50227,424,194,424,10
50228,240,190,240,10
50229,432,189,432,7
50230,350,190,350,10
50231,297,190,297,10
50232,248,213,248,10
50233,594,190,594,10
50234,432,200,432,10
50235,376,210,376,10
50236,144,189,144,7
50237,112,200,112,10
50238,855,210,855,10
50239,344,190,344,10
50241,506,173,506,8
50242,770,213,770,10
50243,970,190,970,10
50244,416,208,416,10
50245,2338,190,2338,10
50246,448,213,448,10
50247,132,190,132,10
50248,51,189,51,10
50250,120,190,120,10
50251,872,214,872,10
50252,140,188,140,10
50254,135,190,135,10
50255,204,201,204,10
50256,35,213,35,10
50257,374,190,374,10
50258,196,190,196,10
50259,20,190,20,10
50260,915,190,915,10
50261,65,173,65,1
50262,166,190,166,10
50263,112,188,112,10
50264,310,190,310,10
50265,710,213,710,10
50266,364,189,364,7
50267,306,201,306,10
50268,45,173,45,4
50269,104,210,104,10
50270,62,190,62,10
50271,650,210,650,10
50272,52,190,52,10
50273,840,213,840,10
50274,488,210,488,10
50275,896,213,896,10
50276,666,213,666,10
50277,280,188,280,10
50278,1184,213,1184,10
50279,392,190,392,10
50280,1320,213,1320,10
50281,360,190,360,10
50282,200,210,200,8
50283,1404,201,1404,10
50284,510,213,510,10
50285,1312,213,1312,10
50286,220,201,220,10
50287,392,190,392,10
50288,128,188,128,10
50289,330,190,330,10
50290,486,201,486,10
50291,855,210,855,10
50293,80,173,80,7
50294,27,118,27,7
50295,304,189,304,10
50297,207,210,207,10
50298,430,190,430,10
50299,264,201,264,10
50300,440,190,440,10
50301,135,190,135,10
50302,170,213,170,10
50303,450,189,450,10
50304,117,190,117,10
50305,248,210,248,10
50306,432,213,432,10
50307,704,190,704,10
50308,175,213,175,10
50310,192,188,192,10
50311,176,190,176,10
50312,448,188,448,10
50313,378,190,378,10
50314,234,190,234,10
50315,98,189,98,10
50317,418,190,418,10
50319,1209,213,1209,10
50320,69,201,69,10
50321,756,200,756,10
50322,352,194,352,10
50325,1035,201,1035,10
50326,320,194,320,10
50327,2794,190,2794,10
50328,584,213,584,10
50329,1243,213,1243,10
50330,96,190,96,10
50331,80,173,80,7
50332,441,201,441,10
50333,656,210,656,10
50334,56,190,56,10
50335,300,190,300,10
50336,1413,190,1413,10
50338,592,190,592,10
50339,90,173,90,7
50340,121,188,121,10
50341,825,189,825,7
50342,96,173,96,7
50343,456,213,456,10
50344,50,190,50,10
50345,608,213,608,10
50346,310,201,310,10
50347,470,190,470,10
50348,152,201,152,10
50349,1404,213,1404,10
50350,150,201,150,10
50351,396,188,396,10
50352,32,173,32,1
50353,168,190,168,10
50354,252,190,252,10
50355,216,201,216,10
50356,513,190,513,10
50358,856,213,856,10
50359,392,213,392,10
50360,126,213,126,10
50361,144,201,144,10
50362,434,210,434,10
50363,432,213,432,10
50364,136,213,136,10
50365,512,213,512,10
50366,549,210,549,10
50367,464,213,464,10
50368,120,190,120,10
50369,80,188,80,10
50370,280,190,280,10
50371,90,213,90,10
50372,153,201,153,10
50373,1278,213,1278,10
50374,600,213,600,10
50375,100,190,100,10
50376,64,173,64,6
50377,603,190,603,10
50378,126,189,126,8
50379,126,190,126,10
50380,243,190,243,10
50381,1083,210,1083,10
50382,288,190,288,10
50383,152,201,152,10
50384,486,190,486,10
50385,162,213,162,10
50386,156,190,156,10
50387,272,201,272,10
50389,198,213,198,10
50390,3144,213,3144,10
50392,328,189,328,10
50394,240,201,240,10
50395,496,194,496,10
50396,120,190,120,10
50397,1586,201,1586,10
50398,96,213,96,10
50399,418,190,418,10
50400,297,190,297,10
50401,232,190,232,10
50402,540,213,540,10
50403,544,191,544,10
50404,490,201,490,10
50407,264,213,264,10
50408,280,190,280,10
50409,351,190,351,10
50411,1169,213,1169,10
50412,220,213,220,10
50413,448,210,448,10
50414,344,190,344,10
50415,483,190,483,10
50416,344,190,344,10
50417,490,201,490,10
50418,108,190,108,10
50419,450,194,450,10
50420,144,213,144,10
50421,16,118,16,1
50422,135,190,135,10
50423,297,213,297,10
50424,1800,207,1800,10
50425,329,190,329,10
50426,387,190,387,10
50427,124,213,124,10
50429,384,201,384,10
50430,170,188,170,10
50431,819,213,819,10
50432,924,190,924,10
50433,1056,194,1056,10
50434,153,190,153,10
50435,126,190,126,10
50436,256,188,256,10
50437,162,189,162,10
50438,48,190,48,10
50441,42,190,42,10
50442,40,173,40,1
50443,189,190,189,10
50444,910,213,910,10
50445,760,190,760,10
50446,70,190,70,10
50447,693,210,693,10
50448,153,190,153,10
50450,378,190,378,10
50451,440,190,440,10
50452,810,213,810,10
50453,120,190,120,10
50454,240,190,240,10
50455,320,189,320,10
50456,272,203,272,10
50457,496,213,496,10
50458,176,189,176,7
50459,330,190,330,10
50460,414,189,414,10
50463,560,190,560,10
50464,294,190,294,10
50465,513,189,513,7
50466,336,188,336,10
50467,231,190,231,10
50469,266,201,266,10
50470,360,190,360,10
50471,203,201,203,10
50472,408,210,408,10
50473,231,190,231,10
50474,322,190,322,10
50475,153,189,153,10
50476,930,190,930,10
50478,182,188,182,10
50479,147,189,147,10
50480,248,190,248,10
50481,165,190,165,10
50482,90,173,90,7
50483,496,213,496,10
50485,396,190,396,10
50486,24,118,24,1
50488,308,188,308,10
50490,441,213,441,10
50492,176,190,176,10
50493,264,213,264,10
50494,152,213,152,10
50495,948,208,948,10
50496,96,190,96,10
50497,192,190,192,10
50498,495,190,495,10
50499,456,213,456,10
50500,252,190,252,10
50501,144,188,144,10
50502,112,188,112,10
50503,28,188,28,10
50504,116,213,116,10
50505,144,201,144,10
50506,100,173,100,7
50508,952,189,952,10
50509,1026,201,1026,10
50510,576,213,576,10
50511,1780,210,1780,10
50512,2023,188,2023,10
50513,324,190,324,10
50514,54,190,54,10
50515,560,190,560,10
50516,81,201,81,10
50517,88,190,88,10
50518,68,190,68,10
50519,240,190,240,10
50520,84,190,84,10
50521,140,190,140,10
50524,119,201,119,10
50525,108,190,108,10
50526,160,190,160,10
50527,576,213,576,10
50529,32,173,32,1
50530,490,173,490,7
50531,102,201,102,10
50533,40,189,40,10
50534,676,201,676,10
50535,480,213,480,10
50536,666,190,666,10
50539,88,213,88,10
50540,855,213,855,10
50542,297,201,297,10
50543,32,173,32,1
50544,1010,200,1010,10
50547,832,210,832,10
50548,525,194,525,10
50549,240,190,240,10
50550,175,201,175,10
50551,567,190,567,10
50552,160,188,160,10
50553,270,210,270,10
50554,21,118,21,7
50557,240,190,240,10
50558,450,189,450,10
50559,140,188,140,10
50560,30,188,30,10
50561,168,201,168,10
50564,432,190,432,10
50565,180,190,180,10
50571,126,188,126,10
50572,351,190,351,10
50574,224,188,224,10
50575,490,213,490,10
50576,14,190,14,10
50578,160,194,160,10
50580,62,190,62,10
50583,256,201,256,10
50585,561,190,561,10
50589,540,189,540,10
50590,90,189,90,8
50592,62,190,62,10
50593,396,201,396,10
50595,84,190,84,10
50596,110,190,110,10
50597,160,201,160,10
50598,378,188,378,10
50599,696,201,696,10
50600,192,190,192,10
50603,60,190,60,10
50604,75,190,75,10
50608,144,213,144,10
50609,24,190,24,10
50610,10,190,10,10
50613,128,190,128,10
50614,56,190,56,10
50615,256,213,256,10
50616,44,190,44,10
50617,108,190,108,10
50618,209,213,209,10
50619,46,201,46,10
50626,171,190,171,10
50627,192,213,192,10
50628,70,213,70,10
50631,150,194,150,10
50633,153,188,153,10
50635,152,190,152,10
50637,8,20,8,1
50640,171,213,171,10
50641,56,173,56,1
50642,504,213,504,10
50647,66,190,66,10
50648,153,188,153,10
50649,80,190,80,10
50650,84,190,84,10
50654,297,201,297,10
50655,610,213,610,10
50656,860,202,860,10
50657,387,213,387,7
50658,288,190,288,10
50659,460,173,460,7
50660,297,213,297,10
50661,570,213,570,10
50662,1512,213,1512,10
50663,243,188,243,10
50664,1176,200,1176,10
50665,696,189,696,10
50667,930,201,930,10
50668,264,190,264,10
50669,979,201,979,10
50670,216,201,216,10
50671,448,201,448,10
50672,792,213,792,10
50673,1368,213,1368,10
50674,1008,213,1008,10
50675,153,190,153,10
50676,963,201,963,10
50677,1512,201,1512,10
50678,150,201,150,10
50679,432,190,432,10
50680,315,213,315,10
50681,672,213,672,10
50682,1250,213,1250,10
50683,1155,213,1155,10
50684,486,194,486,10
50685,198,188,198,10
50686,1110,210,1110,10
50687,684,190,684,10
50688,1210,213,1210,10
50689,992,201,992,10
50690,891,190,891,10
50691,189,190,189,10
50692,190,201,190,10
50693,140,190,140,10
50694,656,213,656,10
50695,770,201,770,10
50696,324,191,324,10
50697,686,190,686,10
50698,486,190,486,10
50699,500,190,500,10
50700,288,190,288,10
50701,930,213,930,10
50703,24,190,24,10
50704,88,173,88,7
50705,258,190,258,10
50706,104,201,104,10
50707,715,213,715,10
50708,960,194,960,10
50709,432,190,432,10
50710,4655,197,4655,10
50711,405,190,405,10
50712,304,190,304,10
50713,90,190,90,10
50714,924,190,924,10
50715,416,188,416,10
50716,322,213,322,10
50717,110,190,110,10
50718,504,190,504,10
50719,1380,194,1380,10
50720,1989,190,1989,10
50721,232,190,232,10
50722,423,213,423,10
50723,360,190,360,10
50724,845,189,845,10
50725,320,190,320,10
50726,594,188,594,10
50727,990,201,990,10
50728,380,188,380,10
50729,1190,213,1190,10
50730,462,190,462,10
50731,136,190,136,10
50733,1216,201,1216,10
50734,1050,213,1050,10
50735,1078,213,1078,10
50736,54,173,54,6
50737,400,213,400,10
50739,128,190,128,10
50740,70,118,70,1
50741,72,173,72,7
50742,1264,213,1264,10
50743,30,173,30,7
50744,196,190,196,10
50745,304,190,304,10
50746,522,213,522,10
50747,696,213,696,10
50748,27,118,27,7
50749,639,190,639,10
50750,712,213,712,10
50751,656,190,656,10
50752,209,201,209,10
50753,14,118,14,1
50754,180,201,180,10
50755,470,213,470,10
50756,96,188,96,10
50757,616,190,616,10
50758,1472,200,1472,10
50759,528,190,528,10
50760,1608,213,1608,10
50761,448,213,448,10
50762,30,118,30,1
50764,414,213,414,10
50765,264,190,264,10
50766,5130,213,5130,10
50767,40,118,40,7
50768,781,190,781,10
50770,1000,213,1000,10
50771,1640,213,1640,10
50772,810,213,810,10
50773,140,190,140,10
50774,1536,188,1536,10
50775,702,213,702,10
50777,410,201,410,10
50778,1850,210,1850,10
50779,126,188,126,10
50780,68,190,68,10
50781,1120,201,1120,10
50782,432,213,432,10
50783,120,189,120,10
50784,154,190,154,10
50785,351,213,351,10
50786,522,200,522,10
50788,624,200,624,10
50789,396,188,396,10
50790,441,213,441,10
50791,408,190,408,10
50792,161,190,161,10
50793,1617,213,1617,10
50794,506,190,506,10
50796,4895,201,4895,10
50797,270,190,270,10
50798,1071,190,1071,10
50800,512,190,512,10
50801,100,173,100,7
50802,3204,188,3204,10
50803,540,213,540,10
50804,414,213,414,10
50805,738,213,738,10
50806,1216,190,1216,10
50807,2400,201,2400,10
50808,120,201,120,10
50809,1256,213,1256,10
50810,385,190,385,10
50811,220,208,220,10
50812,600,188,600,10
50813,220,190,220,10
50814,1778,201,1778,10
50815,121,190,121,10
50816,600,210,600,10
50817,252,213,252,10
50818,3390,210,3390,10
50819,414,188,414,10
50820,3105,213,3105,10
50821,329,213,329,10
50822,1820,210,1820,10
50823,272,190,272,10
50824,224,201,224,10
50825,190,190,190,10
50826,110,190,110,10
50827,400,199,400,10
50828,38,189,38,10
50829,64,173,64,7
50830,234,188,234,10
50832,2805,190,2805,10
50833,350,201,350,10
50834,936,213,936,10
50835,752,213,752,10
50836,1001,213,1001,10
50837,2272,190,2272,10
50838,80,173,80,7
50839,540,213,540,10
50841,330,190,330,10
50844,240,190,240,10
50845,792,190,792,10
50846,1056,190,1056,10
50847,981,201,981,10
50848,770,190,770,10
50849,693,213,693,10
50850,328,201,328,10
50851,352,190,352,10
50852,168,190,168,10
50853,176,188,176,10
50856,1336,214,1336,10
50857,36,189,36,7
50858,1908,201,1908,10
50859,536,190,536,10
50860,2187,213,2187,10
50861,1384,213,1384,10
50862,45,188,45,10
50863,280,213,280,10
50864,1880,210,1880,10
50865,315,188,315,10
50866,256,190,256,10
50867,850,213,850,10
50868,178,213,178,10
50869,53,213,53,10
50870,153,201,153,10
50871,1260,201,1260,10
50872,160,190,160,10
50873,55,188,55,10
50874,1122,190,1122,10
50875,348,213,348,10
50876,208,190,208,10
50878,216,213,216,10
50879,95,188,95,10
50880,192,188,192,10
50881,176,173,176,8
50882,190,201,190,10
50883,104,188,104,10
50884,320,190,320,10
50886,117,173,117,10
50887,182,190,182,10
50889,1050,190,1050,10
50890,96,190,96,10
50891,657,213,657,10
50892,221,188,221,10
50893,40,173,40,1
50894,162,190,162,10
50895,70,190,70,10
50896,216,190,216,10
50897,32,173,32,1
50898,286,213,286,10
50899,198,190,198,10
50900,448,210,448,10
50902,460,190,460,10
50903,792,189,792,10
50904,300,200,300,10
50905,80,173,80,7
50906,632,213,632,10
50907,1270,213,1270,10
50908,1008,189,1008,10
50909,152,213,152,10
50910,200,173,200,7
50911,160,190,160,10
50912,630,188,630,10
50913,846,213,846,10
50914,250,190,250,10
50915,708,213,708,10
50916,27,173,27,1
50917,423,213,423,10
50918,483,213,483,10
50920,495,213,495,10
50921,396,213,396,10
50922,665,213,665,10
50923,560,190,560,10
50924,1608,189,1608,10
50925,1180,201,1180,10
50926,15,190,15,10
50927,48,190,48,10
50929,126,188,126,10
50930,6348,188,6348,10
50931,897,213,897,10
50932,360,190,360,10
50933,336,200,336,10
50935,128,190,128,10
50936,540,213,540,10
50937,351,190,351,10
50938,63,173,63,6
50939,168,202,168,10
50940,112,188,112,10
50941,290,201,290,10
50942,957,189,957,10
50943,270,190,270,10
50944,60,173,60,6
50945,540,189,540,10
50946,315,190,315,10
50947,904,213,904,10
50948,819,213,819,10
50949,272,201,272,10
50950,1288,201,1288,10
50951,192,190,192,10
50952,33,190,33,10
50953,232,201,232,10
50954,240,188,240,10
50955,153,201,153,10
50956,189,190,189,10
50957,270,189,270,10
50958,32,201,32,10
50959,858,190,858,10
50960,306,190,306,10
50961,234,190,234,10
50962,1308,190,1308,10
50963,1639,213,1639,10
50964,225,213,225,10
50965,24,190,24,10
50966,64,201,64,10
50967,1806,194,1806,10
50968,1287,213,1287,10
50969,182,190,182,10
50970,136,213,136,10
50971,378,190,378,10
50973,38,213,38,10
50974,594,197,594,10
50976,424,210,424,10
50977,98,188,98,10
50978,470,207,470,10
50979,135,213,135,10
50980,44,188,44,10
50982,413,189,413,10
50983,264,188,264,10
50984,434,190,434,10
50986,666,213,666,10
50987,120,207,120,10
50988,305,188,305,10
50989,108,190,108,10
50990,54,190,54,10
50991,729,213,729,10
50992,460,190,460,10
50993,896,213,896,10
50994,24,118,24,1
50995,702,213,702,10
50996,196,188,196,10
50997,234,201,234,10
50998,280,190,280,10
50999,161,189,161,7
51000,477,213,477,10
51001,540,190,540,10
51002,144,189,144,10
51003,98,190,98,10
51005,568,213,568,10
51007,98,173,98,7
51008,511,213,511,10
51009,832,190,832,10
51011,324,188,324,10
51012,300,190,300,10
51013,286,190,286,10
51014,48,173,48,6
51015,462,190,462,10
51016,28,173,28,1
51017,2156,194,2156,10
51019,720,210,720,10
51020,972,213,972,10
51021,210,190,210,10
51022,108,190,108,10
51024,136,190,136,10
51025,828,213,828,10
51026,216,190,216,10
51028,1152,190,1152,10
51029,46,190,46,10
51030,98,190,98,10
51031,456,210,456,10
51032,264,201,264,10
51033,392,213,392,10
51034,432,201,432,10
51035,40,189,40,1
51037,517,190,517,10
51040,144,190,144,10
51041,81,190,81,10
51042,480,190,480,10
51043,216,213,216,10
51044,518,210,518,10
51047,120,188,120,10
51048,371,213,371,10
51049,160,213,160,10
51050,336,190,336,10
51051,408,213,408,10
51052,80,201,80,10
51053,231,213,231,10
51054,171,213,171,10
51055,63,173,63,7
51056,1540,190,1540,10
51057,594,213,594,10
51058,48,190,48,10
51060,80,173,80,7
51061,612,210,612,10
51062,656,213,656,10
51064,105,190,105,10
51065,96,190,96,10
51066,232,201,232,10
51067,112,188,112,10
51068,256,210,256,10
51069,98,190,98,10
51070,29,190,29,10
51071,552,210,552,10
51072,160,173,160,7
51073,30,190,30,10
51074,483,210,483,10
51075,168,190,168,10
51076,144,189,144,10
51077,27,118,27,1
51078,376,210,376,10
51079,135,190,135,10
51080,180,190,180,10
51081,128,190,128,10
51082,176,190,176,10
51083,294,188,294,10
51084,240,210,240,10
51086,833,210,833,10
51087,40,173,40,1
51088,406,213,406,10
51089,2076,213,2076,10
51091,52,213,52,10
51092,504,190,504,10
51093,450,213,450,10
51094,1020,213,1020,10
51095,384,190,384,10
51096,12,189,12,10
51097,190,190,190,10
51098,56,173,56,4
51099,297,173,297,7
51100,944,213,944,10
51101,357,190,357,10
51102,84,190,84,10
51103,170,213,170,10
51104,224,190,224,10
51105,112,201,112,10
51106,276,210,276,10
51107,600,190,600,10
51108,65,201,65,10
51110,630,201,630,10
51111,352,188,352,10
51112,112,189,112,10
51113,112,188,112,10
51114,64,190,64,10
51115,988,201,988,10
51116,30,189,30,10
51117,200,213,200,10
51118,504,194,504,10
51121,380,190,380,10
51124,280,190,280,10
51125,96,190,96,10
51126,232,189,232,10
51127,69,210,69,10
51128,1062,189,1062,10
51129,1179,201,1179,10
51130,105,190,105,10
51131,189,190,189,10
51132,120,190,120,10
51134,288,189,288,10
51136,112,201,112,10
51137,440,213,440,10
51138,182,200,182,10
51139,135,190,135,10
51140,855,201,855,10
51141,308,200,308,10
51142,168,190,168,10
51143,280,188,280,10
51144,96,190,96,10
51145,104,190,104,10
51146,1884,213,1884,10
51147,24,190,24,10
51148,124,213,124,10
51151,156,190,156,10
51152,290,189,290,10
51153,162,213,162,10
51154,376,200,376,10
51155,84,190,84,10
51157,209,201,209,10
51158,189,190,189,10
51162,720,213,720,10
51163,30,213,30,10
51167,120,190,120,10
51168,120,201,120,10
51169,14,190,14,10
51172,16,200,16,10
51174,290,213,290,10
51175,891,213,891,10
51176,224,190,224,10
51177,54,191,54,10
51178,208,189,208,10
51179,92,173,92,7
51183,330,213,330,10
51184,15,190,15,10
51185,90,190,90,10
51188,16,118,16,1
51189,378,190,378,10
51190,38,210,38,10
51191,56,190,56,10
51192,124,190,124,10
51193,308,188,308,10
51196,136,189,136,10
51197,30,189,30,10
51198,154,190,154,10
51200,84,190,84,10
51202,50,210,50,10
51204,240,189,240,10
51205,688,213,688,10
51206,64,190,64,10
51207,486,213,486,10
51208,96,190,96,10
51210,40,213,40,10
51211,60,190,60,10
51215,206,208,206,10
51216,216,190,216,10
51221,140,190,140,10
51223,306,210,306,10
51226,180,173,180,7
51228,28,190,28,10
51234,180,190,180,10
51235,120,190,120,10
51236,126,190,126,10
51237,580,190,580,10
51238,376,213,376,10
51239,160,190,160,10
51240,154,190,154,10
51241,1233,213,1233,10
51242,2327,213,2327,10
51243,96,190,96,10
51244,1248,191,1248,10
51245,3465,210,3465,10
51246,368,190,368,10
51247,184,189,184,10
51248,1274,201,1274,10
51249,138,190,138,10
51250,648,190,648,10
51251,1540,190,1540,10
51252,6028,213,6028,10
51253,144,190,144,10
51254,450,201,450,10
51255,154,190,154,10
51256,224,188,224,10
51257,216,190,216,10
51258,4740,202,4740,10
51259,168,190,168,10
51261,280,190,280,10
51262,3030,213,3030,10
51264,136,190,136,10
51265,2450,213,2450,11
51266,730,213,730,10
51267,747,190,747,10
51268,360,196,360,10
51269,984,213,984,10
51270,590,189,590,10
51271,594,201,594,10
51273,1122,188,1122,10
51275,40,173,40,7
51276,210,213,210,10
51277,224,190,224,10
51278,504,213,504,10
51279,240,190,240,10
51280,560,190,560,10
51281,297,201,297,10
51282,3484,213,3484,10
51283,585,213,585,10
51284,224,190,224,10
51285,169,188,169,10
51286,456,190,456,10
51287,59,190,59,10
51289,363,190,363,10
51290,1197,213,1197,10
51291,176,213,176,10
51292,592,201,592,10
51293,36,173,36,7
51294,24,190,24,10
51295,272,190,272,10
51296,21,173,21,1
51297,136,201,136,10
51298,500,190,500,10
51299,1106,213,1106,10
51302,836,190,836,10
51303,352,190,352,10
51304,747,207,747,10
51305,1815,189,1815,10
51306,100,173,100,7
51307,1270,190,1270,10
51310,603,213,603,10
51311,576,188,576,10
51312,108,190,108,10
51313,279,190,279,10
51314,616,213,616,10
51315,3480,213,3480,10
51316,2232,201,2232,10
51318,224,201,224,10
51319,187,190,187,10
51320,432,213,432,10
51321,360,190,360,10
51322,2376,213,2376,10
51323,351,190,351,10
51324,150,188,150,10
51325,328,189,328,10
51326,304,190,304,10
51327,50,173,50,1
51328,1480,213,1480,10
51329,423,213,423,10
51330,232,213,232,10
51331,90,190,90,10
51332,117,189,117,10
51333,464,201,464,10
51334,290,190,290,10
51335,576,189,576,10
51336,387,213,387,10
51337,1496,189,1496,10
51338,675,190,675,10
51339,880,189,880,10
51340,896,190,896,10
51341,128,201,128,10
51343,847,201,847,10
51344,819,213,819,10
51345,456,190,456,10
51346,560,190,560,10
51347,243,213,243,10
51348,580,213,580,10
51349,339,213,339,10
51350,126,190,126,10
51351,765,213,765,10
51352,1001,190,1001,10
51353,72,190,72,10
51354,948,213,948,10
51355,858,201,858,10
51356,224,190,224,10
51357,98,190,98,10
51358,33,20,33,1
51359,1417,210,1417,10
51360,288,190,288,10
51361,170,194,170,10
51362,468,210,468,10
51363,396,213,396,10
51364,464,213,464,10
51366,108,190,108,10
51367,528,190,528,10
51368,928,190,928,10
51369,30,190,30,10
51370,288,213,288,10
51371,528,190,528,10
51372,390,190,390,10
51373,93,190,93,10
51374,522,190,522,10
51375,165,188,165,10
51376,192,190,192,10
51377,320,190,320,10
51378,1089,210,1089,10
51379,243,201,243,10
51380,154,188,154,10
51381,440,201,440,10
51383,1845,190,1845,10
51384,561,190,561,10
51385,351,213,351,10
51386,288,190,288,10
51387,1170,201,1170,10
51388,120,190,120,10
51389,144,201,144,10
51390,756,188,756,10
51392,140,190,140,10
51394,728,213,728,10
51395,380,213,380,10
51396,32,118,32,1
51397,207,190,207,10
51398,630,213,630,10
51399,120,173,120,7
51400,250,188,250,10
51401,657,201,657,10
51402,288,190,288,10
51403,126,190,126,10
51404,144,173,144,7
51405,376,201,376,10
51406,320,189,320,10
51407,384,190,384,10
51408,368,201,368,10
51409,344,190,344,10
51410,660,190,660,10
51413,28,173,28,1
51414,180,190,180,10
51415,627,190,627,10
51416,108,190,108,10
51417,260,213,260,10
51418,246,201,246,10
51419,568,213,568,10
51420,21,118,21,7
51424,2952,213,2952,10
51425,640,210,640,10
51426,2676,213,2676,10
51428,468,189,468,10
51430,35,215,35,10
51431,162,213,162,10
51432,2016,213,2016,10
51433,168,173,168,8
51434,132,190,132,10
51435,442,213,442,10
51436,399,201,399,10
51437,708,194,708,10
51438,742,188,742,10
51439,1670,213,1670,10
51440,170,189,170,10
51441,80,173,80,6
51443,448,202,448,10
51444,630,213,630,10
51445,310,201,310,10
51446,210,189,210,10
51448,144,189,144,10
51449,776,201,776,10
51450,40,118,40,7
51451,96,188,96,10
51452,206,189,206,10
51453,4693,201,4693,10
51454,464,213,464,10
51455,300,210,300,10
51456,160,190,160,10
51457,423,201,423,10
51458,220,190,220,10
51459,1482,213,1482,10
51460,24,118,24,1
51461,57,213,57,10
51462,819,200,819,10
51463,160,190,160,10
51464,280,200,280,7
51466,1053,201,1053,10
51467,730,213,730,10
51468,324,190,324,10
51469,351,191,351,10
51470,160,194,160,7
51471,280,190,280,10
51472,9,118,9,1
51473,61,201,61,10
51474,774,201,774,10
51475,2024,213,2024,10
51476,910,213,910,10
51477,320,197,320,10
51478,60,190,60,10
51479,144,188,144,10
51480,744,190,744,10
51481,322,213,322,10
51482,765,190,765,10
51483,60,173,60,4
51484,63,190,63,10
51485,120,190,120,10
51486,140,190,140,10
51487,765,213,765,10
51488,540,188,540,10
51489,280,190,280,10
51490,170,210,170,10
51491,1710,201,1710,10
51492,304,190,304,10
51493,2600,213,2600,10
51494,261,190,261,10
51495,24,118,24,7
51496,630,190,630,10
51497,273,190,273,10
51498,392,190,392,10
51499,112,188,112,10
51500,814,189,814,7
51501,342,190,342,10
51502,380,190,380,10
51503,2688,213,2688,10
51504,112,201,112,10
51505,1420,200,1420,10
51506,848,213,848,10
51507,210,190,210,10
51508,1413,210,1413,10
51509,416,194,416,10
51511,84,190,84,10
51512,294,190,294,10
51513,104,190,104,10
51514,440,189,440,10
51516,256,188,256,10
51517,256,188,256,10
51518,30,190,30,10
51519,1140,213,1140,10
51520,602,213,602,10
51522,2624,213,2624,10
51523,410,190,410,10
51524,396,213,396,10
51525,1205,213,1205,10
51527,126,190,126,10
51528,480,190,480,10
51529,120,190,120,10
51532,176,188,176,10
51533,324,201,324,10
51534,352,200,352,10
51536,120,190,120,10
51537,176,189,176,10
51538,460,200,460,10
51539,70,173,70,7
51541,3712,213,3712,10
51542,1017,201,1017,10
51543,36,190,36,10
51544,75,201,75,10
51545,391,213,391,10
51546,657,201,657,10
51547,528,213,528,10
51548,832,213,832,10
51549,112,189,112,10
51550,1298,213,1298,10
51551,576,188,576,10
51552,714,213,714,10
51553,708,190,708,10
51554,576,201,576,10
51555,477,190,477,10
51556,162,201,162,10
51557,888,190,888,10
51558,1656,213,1656,10
