userid,bank_income_sum,bank_outcome_sum,bank_amountCha,bank_income_amta,bank_outcome_amta,bank_amtaCha,bank_type_count,bank_type_outcomeCount,bank_type_incomeCount
32056,1863.0,3636.0,1774.0,156.0,303.0,147.0,459,309,150
32079,572.0,1166.0,594.0,49.0,97.0,49.0,160,109,51
32090,1449.0,3439.0,1990.0,111.0,265.0,153.0,421,306,115
32091,543.0,1100.0,556.0,65.0,110.0,45.0,152,108,44
32093,214.0,312.0,98.0,71.0,104.0,33.0,52,33,19
32095,687.0,4930.0,4242.0,86.0,616.0,530.0,491,437,54
32111,12260.0,9063.0,-3198.0,1226.0,906.0,-320.0,1579,692,887
32115,2405.0,5662.0,3257.0,267.0,629.0,362.0,632,455,177
32379,473.0,654.0,181.0,68.0,93.0,26.0,101,57,44
32385,1384.0,5598.0,4214.0,115.0,467.0,351.0,574,471,103
32388,2863.0,5681.0,2817.0,224.0,437.0,213.0,710,485,225
32401,1436.0,2847.0,1412.0,120.0,237.0,118.0,393,265,128
32407,1879.0,4395.0,2516.0,209.0,488.0,280.0,577,420,157
32408,2507.0,6373.0,3866.0,193.0,490.0,297.0,818,622,196
32411,4247.0,9891.0,5644.0,354.0,824.0,470.0,1155,836,319
32462,1787.0,4298.0,2511.0,153.0,331.0,177.0,531,388,143
32467,136.0,761.0,625.0,45.0,254.0,208.0,86,75,11
32473,1598.0,3635.0,2037.0,123.0,280.0,157.0,447,321,126
32482,1726.0,4861.0,3135.0,148.0,374.0,226.0,668,501,167
32487,588.0,1137.0,549.0,55.0,105.0,49.0,143,98,45
32495,59.0,282.0,223.0,29.0,141.0,112.0,27,23,4
32520,5300.0,10008.0,4708.0,408.0,770.0,362.0,1105,759,346
32524,2391.0,4892.0,2500.0,239.0,489.0,250.0,749,507,242
32525,622.0,1455.0,833.0,78.0,182.0,104.0,180,130,50
32530,1236.0,6271.0,5035.0,95.0,482.0,387.0,637,543,94
32538,4089.0,6765.0,2676.0,315.0,520.0,206.0,804,507,297
32539,4262.0,10370.0,6108.0,355.0,864.0,509.0,1328,982,346
32567,103.0,261.0,158.0,51.0,130.0,79.0,34,25,9
32576,1236.0,3055.0,1819.0,103.0,255.0,152.0,384,282,102
32584,2553.0,4261.0,1707.0,196.0,328.0,131.0,509,325,184
32586,3523.0,5745.0,2222.0,271.0,442.0,171.0,681,438,243
32646,3402.0,8583.0,5181.0,262.0,660.0,399.0,849,628,221
32664,1546.0,4301.0,2755.0,141.0,391.0,250.0,495,374,121
32670,1414.0,2555.0,1141.0,157.0,284.0,127.0,298,196,102
32692,150.0,382.0,233.0,30.0,76.0,47.0,42,30,12
33054,768.0,1062.0,294.0,64.0,88.0,24.0,135,79,56
33056,3420.0,6271.0,2851.0,285.0,523.0,238.0,803,540,263
33125,923.0,1326.0,403.0,71.0,102.0,31.0,213,131,82
33129,273.0,573.0,300.0,37.0,57.0,21.0,84,59,25
33133,2588.0,5938.0,3350.0,324.0,742.0,419.0,638,464,174
33144,1056.0,1431.0,375.0,151.0,204.0,54.0,200,116,84
33154,7174.0,15350.0,8176.0,598.0,1279.0,681.0,1745,1298,447
33161,1436.0,4997.0,3562.0,120.0,416.0,297.0,595,476,119
33170,1010.0,1512.0,502.0,505.0,756.0,251.0,190,117,73
33185,142.0,238.0,96.0,40.0,59.0,19.0,33,21,12
33232,3313.0,7788.0,4475.0,255.0,599.0,344.0,870,631,239
33239,1014.0,2546.0,1531.0,78.0,196.0,118.0,343,255,88
33256,1174.0,3133.0,1959.0,90.0,241.0,151.0,390,292,98
33263,1376.0,5731.0,4354.0,106.0,441.0,335.0,644,531,113
33266,5094.0,8207.0,3113.0,392.0,631.0,239.0,1033,648,385
33269,872.0,3925.0,3052.0,70.0,302.0,232.0,479,403,76
33272,574.0,2398.0,1824.0,44.0,191.0,147.0,270,225,45
33276,3920.0,5857.0,1937.0,490.0,739.0,249.0,782,478,304
33283,275.0,886.0,611.0,92.0,295.0,204.0,94,73,21
33289,1413.0,2174.0,762.0,109.0,167.0,59.0,292,175,117
33612,6008.0,13280.0,7272.0,462.0,1022.0,559.0,1620,1158,462
33616,2956.0,5681.0,2726.0,227.0,437.0,210.0,775,541,234
33619,861.0,1988.0,1127.0,108.0,249.0,141.0,246,179,67
33621,2117.0,4332.0,2215.0,176.0,361.0,185.0,513,360,153
33634,1314.0,2073.0,759.0,101.0,159.0,58.0,261,162,99
33646,1152.0,3589.0,2437.0,115.0,359.0,244.0,400,310,90
33663,5602.0,20982.0,15380.0,431.0,1614.0,1183.0,2000,1605,395
33672,9302.0,17196.0,7894.0,716.0,1323.0,607.0,2100,1451,649
33690,568.0,1068.0,500.0,47.0,89.0,42.0,131,86,45
33701,764.0,1930.0,1166.0,59.0,150.0,91.0,240,179,61
33725,210.0,4606.0,4395.0,70.0,1535.0,1465.0,362,345,17
33732,2349.0,10090.0,7740.0,181.0,776.0,595.0,1134,944,190
33749,3413.0,8456.0,5043.0,263.0,650.0,388.0,1162,860,302
33754,420.0,431.0,11.0,210.0,216.0,5.0,82,38,44
33757,1369.0,2468.0,1099.0,132.0,206.0,74.0,328,216,112
33774,1791.0,5660.0,3869.0,149.0,472.0,322.0,520,403,117
33781,8129.0,23292.0,15163.0,625.0,1792.0,1166.0,2529,1925,604
33782,5.0,2.0,-2.0,5.0,2.0,-2.0,3,1,2
33784,2318.0,7951.0,5633.0,261.0,883.0,623.0,953,749,204
33788,2053.0,5853.0,3800.0,236.0,450.0,214.0,643,488,155
33832,3572.0,6398.0,2826.0,275.0,527.0,253.0,658,435,223
33837,863.0,910.0,47.0,81.0,83.0,1.0,159,83,76
33840,1851.0,2398.0,547.0,142.0,189.0,47.0,361,215,146
33844,1454.0,4519.0,3066.0,145.0,452.0,307.0,525,408,117
34136,931.0,1801.0,870.0,72.0,231.0,160.0,252,177,75
34138,3285.0,4510.0,1225.0,253.0,352.0,100.0,620,378,242
34148,2155.0,2385.0,230.0,239.0,265.0,26.0,377,202,175
34149,663.0,1106.0,443.0,57.0,85.0,28.0,135,85,50
34152,4372.0,8028.0,3657.0,336.0,618.0,281.0,957,644,313
34156,2460.0,3991.0,1530.0,189.0,307.0,118.0,543,338,205
34159,858.0,1805.0,947.0,215.0,451.0,237.0,227,160,67
34163,3587.0,4166.0,579.0,276.0,320.0,45.0,564,311,253
34172,1449.0,2689.0,1240.0,111.0,207.0,95.0,346,232,114
34189,8778.0,22050.0,13271.0,1254.0,3150.0,1896.0,2545,1859,686
34192,227.0,836.0,609.0,38.0,139.0,101.0,94,76,18
34203,3690.0,5195.0,1505.0,284.0,400.0,116.0,708,418,290
34204,653.0,4119.0,3465.0,49.0,294.0,245.0,422,366,56
34207,1354.0,3213.0,1859.0,113.0,268.0,155.0,415,301,114
34214,2334.0,4383.0,2049.0,194.0,365.0,171.0,566,382,184
34230,4154.0,10484.0,6330.0,320.0,806.0,487.0,1252,929,323
34250,7247.0,18555.0,11308.0,805.0,2062.0,1256.0,2100,1633,467
34259,3782.0,7106.0,3325.0,294.0,547.0,253.0,868,587,281
34276,83.0,424.0,341.0,28.0,141.0,114.0,46,39,7
34281,167.0,189.0,22.0,19.0,21.0,2.0,33,17,16
34285,7352.0,17375.0,10023.0,566.0,1337.0,771.0,1967,1468,499
34288,241.0,409.0,168.0,80.0,136.0,56.0,56,38,18
34304,11578.0,31581.0,20003.0,891.0,2429.0,1539.0,3670,2744,926
34325,2538.0,5909.0,3371.0,254.0,591.0,337.0,781,561,220
34327,6478.0,19621.0,13142.0,1080.0,3270.0,2190.0,2100,1662,438
34329,4768.0,9687.0,4919.0,367.0,745.0,378.0,1124,792,332
34338,1361.0,3557.0,2197.0,105.0,274.0,169.0,453,345,108
34355,3723.0,7544.0,3821.0,286.0,580.0,294.0,979,662,317
34371,245.0,627.0,381.0,50.0,125.0,75.0,75,54,21
34378,1899.0,4115.0,2215.0,146.0,317.0,170.0,557,388,169
34384,191.0,554.0,363.0,48.0,138.0,91.0,67,50,17
34392,2043.0,4207.0,2164.0,157.0,324.0,166.0,565,394,171
34401,762.0,1890.0,1128.0,62.0,150.0,88.0,276,199,77
34424,2787.0,4692.0,1905.0,214.0,361.0,147.0,585,388,197
34436,1924.0,7012.0,5088.0,148.0,539.0,391.0,815,661,154
34439,2161.0,2767.0,606.0,166.0,213.0,47.0,448,270,178
34440,331.0,919.0,588.0,30.0,84.0,53.0,116,84,32
34451,2630.0,5019.0,2388.0,239.0,456.0,217.0,667,480,187
34458,774.0,1306.0,532.0,193.0,326.0,133.0,187,125,62
34479,1887.0,5955.0,4068.0,145.0,458.0,313.0,737,585,152
34480,2444.0,5849.0,3405.0,204.0,487.0,284.0,725,530,195
34488,265.0,1065.0,799.0,38.0,89.0,50.0,126,101,25
34491,1930.0,3506.0,1576.0,148.0,270.0,121.0,442,291,151
34493,1098.0,2294.0,1196.0,84.0,176.0,92.0,325,227,98
34499,3272.0,8122.0,4849.0,818.0,2030.0,1212.0,901,650,251
34500,261.0,351.0,91.0,130.0,176.0,45.0,49,29,20
34766,75.0,164.0,89.0,75.0,164.0,89.0,20,14,6
34767,3932.0,8754.0,4822.0,302.0,673.0,371.0,1015,722,293
34776,3260.0,4324.0,1064.0,251.0,333.0,82.0,661,396,265
34782,3143.0,6136.0,2993.0,262.0,511.0,249.0,779,540,239
34790,207.0,730.0,523.0,52.0,182.0,131.0,80,65,15
34794,159.0,240.0,81.0,22.0,30.0,8.0,32,19,13
34796,5202.0,16276.0,11075.0,400.0,1252.0,852.0,1912,1480,432
34812,3595.0,8669.0,5074.0,277.0,667.0,390.0,996,741,255
34813,2430.0,7112.0,4682.0,347.0,1016.0,669.0,811,624,187
34823,63.0,329.0,267.0,31.0,165.0,133.0,44,38,6
34843,3459.0,8006.0,4548.0,266.0,616.0,350.0,964,694,270
34846,1886.0,3009.0,1123.0,145.0,300.0,155.0,393,246,147
34853,4244.0,9394.0,5150.0,346.0,723.0,376.0,1056,752,304
34858,1149.0,3144.0,1995.0,96.0,262.0,166.0,395,296,99
34864,2325.0,5082.0,2757.0,194.0,424.0,230.0,635,456,179
34869,1123.0,2822.0,1699.0,142.0,357.0,215.0,278,202,76
34880,6526.0,14600.0,8074.0,502.0,1123.0,621.0,1479,1039,440
34887,2584.0,8662.0,6078.0,199.0,666.0,468.0,866,679,187
34888,1472.0,2384.0,912.0,113.0,183.0,70.0,309,198,111
34913,1509.0,2056.0,546.0,116.0,158.0,42.0,266,159,107
34915,1996.0,4637.0,2641.0,154.0,357.0,203.0,748,572,176
34936,482.0,1226.0,744.0,40.0,105.0,65.0,149,107,42
34941,33.0,21.0,-12.0,33.0,21.0,-12.0,5,2,3
34947,2026.0,6036.0,4011.0,156.0,464.0,309.0,693,535,158
34955,1421.0,3577.0,2156.0,109.0,275.0,166.0,464,340,124
34965,1362.0,2580.0,1218.0,272.0,516.0,244.0,302,203,99
34968,1407.0,2612.0,1205.0,108.0,201.0,93.0,354,237,117
34974,2956.0,8988.0,6032.0,227.0,691.0,464.0,1051,803,248
34978,147.0,324.0,176.0,49.0,108.0,59.0,40,29,11
34985,1121.0,5248.0,4127.0,112.0,525.0,413.0,514,431,83
34997,79.0,130.0,51.0,26.0,43.0,17.0,17,11,6
35001,2195.0,8637.0,6442.0,183.0,720.0,537.0,1015,832,183
35002,687.0,2600.0,1913.0,55.0,200.0,145.0,271,220,51
35015,503.0,2055.0,1552.0,66.0,229.0,163.0,205,168,37
35017,2562.0,6244.0,3682.0,197.0,480.0,283.0,745,536,209
35021,1660.0,2481.0,821.0,128.0,191.0,63.0,306,191,115
35022,5941.0,18520.0,12580.0,660.0,2058.0,1398.0,2000,1548,452
35029,3348.0,5938.0,2589.0,239.0,424.0,185.0,848,586,262
35030,719.0,4654.0,3935.0,65.0,423.0,358.0,559,500,59
35036,149.0,409.0,259.0,22.0,58.0,36.0,49,37,12
35041,940.0,1576.0,637.0,72.0,121.0,49.0,190,122,68
35043,2494.0,13164.0,10670.0,192.0,1013.0,821.0,1337,1146,191
35047,348.0,890.0,542.0,37.0,89.0,52.0,120,89,31
35063,134.0,332.0,197.0,17.0,43.0,26.0,51,37,14
35064,819.0,2438.0,1619.0,63.0,188.0,125.0,305,236,69
35079,2428.0,3623.0,1194.0,221.0,329.0,109.0,551,359,192
35104,1031.0,3197.0,2166.0,258.0,799.0,542.0,355,274,81
35121,1138.0,3637.0,2498.0,228.0,727.0,500.0,432,338,94
35122,94.0,150.0,56.0,47.0,75.0,28.0,20,13,7
35126,6651.0,10458.0,3808.0,512.0,804.0,293.0,1403,877,526
35133,497.0,2636.0,2140.0,38.0,228.0,190.0,278,238,40
35142,4048.0,7551.0,3503.0,311.0,581.0,269.0,961,662,299
35157,2597.0,6625.0,4027.0,216.0,552.0,336.0,806,601,205
35436,2326.0,5512.0,3186.0,179.0,424.0,245.0,671,490,181
35453,1514.0,2389.0,874.0,120.0,184.0,64.0,314,200,114
35455,947.0,1659.0,712.0,237.0,415.0,178.0,219,143,76
35463,597.0,1295.0,698.0,85.0,185.0,100.0,160,111,49
35470,1408.0,4023.0,2615.0,108.0,309.0,201.0,481,369,112
35473,6224.0,7387.0,1164.0,479.0,568.0,90.0,1066,601,465
35475,108.0,237.0,129.0,22.0,47.0,26.0,26,18,8
35483,5195.0,18733.0,13538.0,1299.0,4683.0,3384.0,2000,1599,401
35489,2517.0,6196.0,3679.0,194.0,477.0,283.0,727,539,188
35496,2564.0,6172.0,3608.0,197.0,475.0,278.0,731,544,187
35501,1187.0,3582.0,2394.0,150.0,400.0,250.0,389,297,92
35521,2530.0,7904.0,5374.0,195.0,608.0,413.0,936,731,205
35545,581.0,1015.0,434.0,65.0,113.0,48.0,135,91,44
35546,1613.0,6075.0,4462.0,127.0,467.0,340.0,682,555,127
35558,9076.0,17097.0,8021.0,698.0,1315.0,617.0,1941,1340,601
35561,11.0,18.0,7.0,11.0,18.0,7.0,4,3,1
35570,3803.0,6111.0,2308.0,293.0,470.0,178.0,817,522,295
35576,1007.0,2882.0,1875.0,92.0,262.0,170.0,355,273,82
35587,757.0,1766.0,1009.0,58.0,136.0,78.0,223,161,62
35593,5922.0,27085.0,21163.0,494.0,2257.0,1764.0,3141,2639,502
35603,4807.0,10125.0,5319.0,481.0,1013.0,532.0,1206,829,377
35610,248.0,315.0,67.0,124.0,157.0,33.0,40,23,17
35614,4185.0,10057.0,5872.0,433.0,1006.0,573.0,1412,1023,389
35629,493.0,1098.0,605.0,62.0,137.0,76.0,150,106,44
35633,171.0,248.0,77.0,85.0,124.0,39.0,40,24,16
35636,2500.0,3133.0,632.0,192.0,241.0,49.0,423,241,182
35637,6843.0,16670.0,9828.0,526.0,1282.0,756.0,1923,1415,508
35638,53.0,109.0,56.0,13.0,33.0,20.0,14,9,5
35660,814.0,1166.0,352.0,92.0,130.0,37.0,177,111,66
35666,2063.0,4400.0,2337.0,159.0,338.0,180.0,620,441,179
35681,3640.0,8051.0,4412.0,303.0,671.0,368.0,1123,789,334
35706,1022.0,1418.0,396.0,114.0,158.0,44.0,187,112,75
35722,882.0,2387.0,1506.0,68.0,184.0,116.0,241,181,60
35729,1620.0,4172.0,2552.0,125.0,321.0,196.0,469,346,123
35733,848.0,1810.0,962.0,65.0,139.0,74.0,246,175,71
35737,2085.0,6309.0,4224.0,181.0,526.0,345.0,808,626,182
35738,1292.0,3387.0,2094.0,108.0,282.0,175.0,419,314,105
35739,565.0,1695.0,1130.0,81.0,242.0,161.0,212,162,50
35740,9556.0,15871.0,6315.0,869.0,1443.0,574.0,2100,1371,729
35745,8984.0,22891.0,13907.0,691.0,1761.0,1070.0,2936,2164,772
35759,121.0,267.0,146.0,30.0,67.0,36.0,33,23,10
35780,846.0,1370.0,523.0,212.0,342.0,131.0,152,96,56
35782,1863.0,9856.0,7994.0,156.0,704.0,548.0,1182,1015,167
35799,2467.0,9366.0,6899.0,224.0,851.0,627.0,1007,827,180
35801,369.0,907.0,538.0,166.0,227.0,60.0,113,81,32
35819,1013.0,1799.0,786.0,82.0,138.0,57.0,253,171,82
35823,2162.0,2895.0,733.0,166.0,223.0,56.0,404,236,168
35825,2553.0,5685.0,3132.0,319.0,711.0,391.0,604,428,176
35830,64.0,181.0,117.0,64.0,181.0,117.0,20,15,5
35834,2298.0,6220.0,3922.0,177.0,478.0,302.0,729,554,175
35842,4293.0,6982.0,2689.0,330.0,537.0,207.0,793,492,301
35846,3978.0,17622.0,13644.0,306.0,1356.0,1050.0,1893,1611,282
35882,1014.0,862.0,-152.0,84.0,72.0,-13.0,143,66,77
35887,741.0,1380.0,639.0,106.0,197.0,91.0,187,127,60
35888,260.0,609.0,350.0,61.0,106.0,45.0,79,56,23
35901,1420.0,3516.0,2096.0,109.0,270.0,161.0,419,307,112
35930,1266.0,4557.0,3291.0,97.0,351.0,253.0,487,391,96
35934,335.0,376.0,41.0,48.0,44.0,-5.0,56,29,27
35938,191.0,677.0,486.0,34.0,113.0,79.0,80,63,17
36271,456.0,1182.0,726.0,38.0,99.0,61.0,139,103,36
36289,3883.0,5067.0,1184.0,353.0,461.0,108.0,724,418,306
36298,1399.0,4166.0,2767.0,108.0,348.0,241.0,543,431,112
36310,1249.0,1756.0,507.0,114.0,160.0,46.0,211,126,85
36316,5525.0,12635.0,7110.0,425.0,972.0,547.0,1432,1021,411
36328,3597.0,5483.0,1886.0,277.0,422.0,145.0,791,481,310
36340,553.0,1144.0,591.0,46.0,95.0,49.0,126,87,39
36345,8034.0,12042.0,4008.0,618.0,926.0,308.0,1485,921,564
36347,26534.0,95385.0,68852.0,2041.0,7337.0,5296.0,10515,8465,2050
36348,11925.0,18977.0,7053.0,917.0,1460.0,543.0,2261,1407,854
36365,1427.0,4234.0,2807.0,110.0,326.0,216.0,500,386,114
36366,4277.0,7561.0,3284.0,305.0,540.0,235.0,899,592,307
36375,579.0,826.0,247.0,290.0,413.0,123.0,121,74,47
36382,1599.0,2232.0,633.0,123.0,172.0,49.0,275,167,108
36385,1495.0,2835.0,1340.0,187.0,354.0,167.0,368,244,124
36387,2622.0,15474.0,12852.0,328.0,1934.0,1607.0,1450,1272,178
36390,6539.0,12581.0,6042.0,934.0,1797.0,863.0,1414,956,458
36391,1338.0,3998.0,2660.0,111.0,333.0,222.0,446,341,105
36397,2898.0,9187.0,6289.0,223.0,707.0,484.0,950,744,206
36408,2680.0,4857.0,2177.0,670.0,1214.0,544.0,611,399,212
36411,9319.0,24011.0,14692.0,717.0,1847.0,1130.0,2501,1842,659
36418,3290.0,4184.0,893.0,548.0,697.0,149.0,615,339,276
36431,732.0,1623.0,891.0,82.0,125.0,43.0,189,136,53
36436,853.0,3444.0,2590.0,77.0,265.0,188.0,401,328,73
36438,2565.0,6990.0,4425.0,214.0,582.0,369.0,805,600,205
36441,5811.0,11337.0,5526.0,484.0,945.0,460.0,1372,927,445
36454,127.0,263.0,137.0,42.0,88.0,46.0,32,22,10
36466,4349.0,8412.0,4063.0,335.0,647.0,313.0,1116,763,353
36475,465.0,586.0,121.0,58.0,73.0,15.0,94,54,40
36481,1690.0,2609.0,918.0,130.0,201.0,71.0,323,199,124
36487,213.0,414.0,201.0,53.0,103.0,50.0,58,39,19
36488,7808.0,19458.0,11650.0,710.0,1769.0,1059.0,2100,1563,537
36497,1245.0,2619.0,1374.0,104.0,222.0,118.0,378,278,100
36499,2685.0,5028.0,2343.0,207.0,387.0,180.0,617,418,199
36502,1701.0,3784.0,2083.0,170.0,378.0,208.0,479,339,140
36520,14651.0,26753.0,12103.0,1127.0,2058.0,931.0,2869,1918,951
36528,812.0,1741.0,929.0,63.0,134.0,70.0,239,170,69
36530,863.0,1859.0,996.0,173.0,372.0,199.0,236,163,73
36561,2633.0,7178.0,4544.0,203.0,552.0,350.0,810,621,189
36572,6674.0,8930.0,2256.0,513.0,687.0,174.0,1266,769,497
36578,586.0,1797.0,1212.0,117.0,359.0,242.0,210,167,43
36579,1796.0,5705.0,3909.0,138.0,439.0,301.0,613,478,135
36586,277.0,395.0,118.0,92.0,132.0,39.0,45,27,18
36592,2883.0,9402.0,6519.0,240.0,783.0,543.0,1025,812,213
36603,2255.0,9486.0,7231.0,198.0,730.0,531.0,977,807,170
36615,4564.0,8521.0,3957.0,351.0,655.0,304.0,1046,725,321
36620,3025.0,11499.0,8474.0,233.0,885.0,652.0,1241,1007,234
36621,4299.0,6672.0,2373.0,1433.0,2224.0,791.0,803,501,302
36623,2608.0,3531.0,924.0,373.0,504.0,132.0,408,238,170
36630,1819.0,3732.0,1913.0,140.0,287.0,147.0,434,304,130
36642,1962.0,3339.0,1376.0,156.0,257.0,101.0,397,261,136
36644,327.0,891.0,564.0,25.0,86.0,61.0,108,84,24
36653,1222.0,3022.0,1800.0,175.0,432.0,257.0,367,265,102
36659,973.0,4838.0,3865.0,98.0,403.0,305.0,569,487,82
36660,290.0,719.0,429.0,30.0,72.0,42.0,89,67,22
36667,824.0,1256.0,431.0,92.0,166.0,75.0,168,104,64
36668,1151.0,5652.0,4501.0,117.0,565.0,448.0,593,503,90
36684,2965.0,3846.0,880.0,247.0,320.0,73.0,502,305,197
36685,824.0,4767.0,3943.0,63.0,367.0,303.0,513,449,64
36701,3314.0,10840.0,7526.0,255.0,834.0,579.0,891,702,189
36727,726.0,1392.0,666.0,242.0,464.0,222.0,188,128,60
36729,355.0,785.0,430.0,89.0,196.0,107.0,107,75,32
37072,1242.0,1493.0,251.0,125.0,124.0,-1.0,259,146,113
37076,750.0,1250.0,501.0,83.0,139.0,56.0,189,123,66
37077,959.0,3048.0,2088.0,160.0,508.0,348.0,333,263,70
37083,4348.0,9311.0,4963.0,362.0,776.0,414.0,1042,735,307
37102,800.0,1442.0,643.0,62.0,111.0,49.0,189,121,68
37121,1843.0,6834.0,4991.0,142.0,526.0,384.0,750,609,141
37133,2311.0,4578.0,2267.0,257.0,509.0,252.0,641,438,203
37135,7641.0,19200.0,11560.0,1092.0,2743.0,1651.0,2100,1573,527
37137,1365.0,2824.0,1459.0,105.0,217.0,112.0,340,237,103
37142,3381.0,10298.0,6918.0,376.0,1144.0,769.0,1215,938,277
37159,7877.0,16565.0,8689.0,656.0,1380.0,724.0,2100,1496,604
37165,1355.0,4694.0,3339.0,119.0,391.0,272.0,507,401,106
37167,686.0,1361.0,675.0,69.0,160.0,91.0,158,107,51
37184,1116.0,2082.0,966.0,108.0,189.0,81.0,261,174,87
37188,2292.0,3553.0,1261.0,255.0,395.0,140.0,490,305,185
37190,2882.0,7841.0,4960.0,222.0,603.0,382.0,920,700,220
37205,636.0,2433.0,1797.0,58.0,221.0,163.0,277,224,53
37214,2814.0,5219.0,2405.0,216.0,401.0,185.0,675,443,232
37219,1229.0,1140.0,-89.0,214.0,169.0,-45.0,267,132,135
37220,203.0,331.0,128.0,41.0,114.0,73.0,38,24,14
37230,1372.0,4304.0,2931.0,106.0,331.0,225.0,502,397,105
37234,465.0,2068.0,1603.0,42.0,172.0,131.0,223,188,35
37247,8421.0,10632.0,2211.0,648.0,818.0,170.0,1496,899,597
37252,5344.0,9332.0,3988.0,411.0,718.0,307.0,1100,741,359
37260,7639.0,13000.0,5361.0,588.0,1000.0,412.0,1598,1043,555
37268,341.0,1247.0,906.0,28.0,104.0,75.0,161,132,29
37277,2145.0,6100.0,3954.0,165.0,469.0,304.0,776,589,187
37289,100.0,180.0,79.0,25.0,45.0,20.0,23,15,8
37293,2328.0,4221.0,1893.0,179.0,325.0,146.0,498,339,159
37302,1227.0,3986.0,2758.0,112.0,362.0,251.0,412,325,87
37312,6829.0,19867.0,13037.0,569.0,1656.0,1086.0,2177,1671,506
37322,101.0,296.0,195.0,26.0,753.0,727.0,38,28,10
37334,273.0,710.0,437.0,34.0,91.0,57.0,86,65,21
37338,1336.0,4740.0,3404.0,103.0,365.0,262.0,591,471,120
37352,703.0,1172.0,470.0,54.0,91.0,37.0,165,106,59
37358,73.0,480.0,407.0,24.0,160.0,136.0,50,44,6
37364,547.0,2060.0,1513.0,274.0,1030.0,756.0,210,170,40
37373,714.0,3495.0,2781.0,89.0,269.0,180.0,383,327,56
37378,608.0,1750.0,1142.0,51.0,146.0,95.0,206,159,47
37385,155.0,235.0,79.0,78.0,117.0,40.0,31,19,12
37396,2986.0,3948.0,962.0,230.0,321.0,91.0,491,287,204
37399,2051.0,2759.0,709.0,208.0,311.0,103.0,394,237,157
37407,901.0,2416.0,1515.0,69.0,186.0,117.0,311,235,76
37410,726.0,3240.0,2515.0,121.0,540.0,419.0,459,378,81
37432,2092.0,5047.0,2955.0,161.0,388.0,227.0,658,488,170
37440,8578.0,17408.0,8830.0,953.0,1934.0,981.0,2100,1477,623
37450,709.0,1800.0,1091.0,107.0,180.0,73.0,205,150,55
37467,3395.0,9107.0,5713.0,309.0,828.0,519.0,938,709,229
37476,466.0,2160.0,1695.0,78.0,360.0,282.0,262,219,43
37479,956.0,1625.0,668.0,74.0,125.0,51.0,229,151,78
37481,7666.0,10198.0,2533.0,590.0,784.0,195.0,1527,882,645
37484,309.0,351.0,42.0,26.0,29.0,4.0,51,26,25
37486,3121.0,4734.0,1613.0,240.0,364.0,124.0,607,380,227
37490,201.0,1094.0,893.0,67.0,365.0,298.0,110,94,16
37499,10252.0,19802.0,9550.0,789.0,1523.0,735.0,2244,1536,708
37501,793.0,1499.0,705.0,61.0,115.0,54.0,213,143,70
37502,2922.0,7429.0,4508.0,225.0,571.0,347.0,837,624,213
37512,2957.0,4487.0,1530.0,246.0,374.0,128.0,572,361,211
37530,377.0,585.0,209.0,32.0,49.0,16.0,90,56,34
37868,7815.0,17869.0,10054.0,601.0,1375.0,773.0,2257,1627,630
37871,2146.0,3004.0,858.0,358.0,501.0,143.0,441,261,180
37883,2716.0,7263.0,4547.0,244.0,559.0,315.0,872,654,218
37886,656.0,1886.0,1230.0,55.0,157.0,102.0,214,164,50
37887,4295.0,12043.0,7748.0,330.0,926.0,596.0,1350,1048,302
37902,5745.0,14804.0,9059.0,442.0,1139.0,697.0,1821,1410,411
37916,1886.0,5511.0,3625.0,173.0,501.0,328.0,636,486,150
37923,3838.0,8588.0,4750.0,295.0,661.0,365.0,1037,734,303
37925,238.0,1440.0,1202.0,34.0,206.0,172.0,139,121,18
37926,1554.0,4722.0,3168.0,259.0,787.0,528.0,532,410,122
37941,7724.0,11678.0,3954.0,594.0,898.0,304.0,1436,868,568
37971,6059.0,10969.0,4910.0,757.0,1371.0,614.0,1586,1042,544
37974,2809.0,7429.0,4619.0,234.0,619.0,385.0,854,639,215
37981,536.0,1078.0,542.0,45.0,94.0,49.0,138,92,46
37985,2680.0,5621.0,2940.0,206.0,432.0,226.0,782,563,219
37992,1356.0,4969.0,3614.0,113.0,414.0,301.0,528,424,104
37993,1550.0,3039.0,1489.0,194.0,380.0,186.0,415,281,134
37998,1890.0,3210.0,1319.0,145.0,247.0,101.0,476,315,161
38006,161.0,366.0,205.0,28.0,54.0,26.0,51,38,13
38011,319.0,586.0,267.0,106.0,272.0,166.0,78,52,26
38012,2217.0,4001.0,1785.0,171.0,308.0,137.0,457,308,149
38021,8548.0,12430.0,3882.0,658.0,956.0,299.0,1701,1018,683
38047,969.0,3325.0,2357.0,81.0,277.0,196.0,355,284,71
38048,1926.0,4336.0,2410.0,148.0,334.0,185.0,467,334,133
38058,2469.0,3145.0,676.0,193.0,242.0,49.0,499,282,217
38074,1610.0,5034.0,3424.0,268.0,839.0,571.0,557,434,123
38079,2618.0,5225.0,2607.0,201.0,402.0,201.0,587,402,185
38100,1397.0,3890.0,2492.0,110.0,299.0,190.0,431,326,105
38104,1855.0,3541.0,1686.0,143.0,272.0,130.0,472,317,155
38119,2129.0,5945.0,3816.0,164.0,457.0,294.0,694,529,165
38121,1369.0,6376.0,5008.0,125.0,490.0,365.0,670,567,103
