userid,2157-03,2157-04,2157-05,2157-06,2157-07,2157-08,2157-09,2157-10,2157-11,2157-12,2158-01,2158-02,2158-03,2158-06,2158-08
67245,,,,,,,,16.55881,35.370932,37.135803,36.238787,36.94479,19.744621,,
67246,,,,,,,,,,,,0.0,,,
67247,,,,,,,,,,,17.18813,15.23622,,,
67248,,,,,,,,,,22.456882,,,,,
67249,,,,,,,,,,,0.0,,,,
67250,,,,,,,,,0.0,0.0,0.0,,,,
67251,,,,,,,,0.0,0.0,0.0,0.0,,,,
67252,,,,,,,,19.486223,19.462939,17.765703,,,,,
67253,,,,,,,,18.281912,17.702314,17.582081,,,,,
67254,,,,,,,,,18.452998,17.206587,,,,,
67255,,,,,,,,18.02664,59.26535,0.0,18.013707,,,,
67256,,,,,,,,60.064755,60.105189,80.311321,19.048962,,,,
67257,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67258,,,,,,,,19.911281,37.523122,37.112451,37.7221,17.61539,,,
67259,,,,,,,,21.349625,56.449567,,,,,,
67260,,,,,,,,38.919481,36.662018,38.467194,38.264922,0.0,,,
67261,,,,,,,,61.260149,84.428276,84.271746,104.674372,83.347368,20.286799,,
67263,,,,,,,,38.06477,35.807674,36.465645,35.443279,36.962446,19.684607,,
67264,,,,,,,,,0.0,0.0,0.0,0.0,,,
67265,,,,,,,,19.252272,,,,,,,
67266,,,,,,,,,,,,17.934199,,,
67267,,,,,,,,0.0,0.0,0.0,0.0,,,,
67268,,,,,,,,18.361833,71.384259,37.965666,106.6824,66.736804,,,
67269,,,,,,,,0.0,0.0,0.0,19.631874,,,,
67270,,,,,,,,,0.0,0.0,0.0,0.0,,,
67271,,,,,,,,18.306267,19.464394,19.460445,,,,,
67272,,,,,,,,,56.773098,57.901104,,,,,
67273,,,,,,,,,0.0,0.0,18.147661,19.04951,41.180516,,
67274,,,,,,,,,18.32605,19.138056,18.725336,,,,
67275,,,,,,,,20.678303,20.45755,20.679893,40.914822,,,,
67276,,,,,,,,16.899521,16.922138,0.0,18.425371,,,,
67277,,,,,,,,,,0.0,18.807243,19.10808,20.375962,,
67278,,,,,,,,19.198565,,,,,,,
67280,,,,,,,,20.578005,37.098618,23.354391,24.21431,,,,
67281,,,,,,,,20.132501,19.761778,20.02477,20.296202,,,,
67282,,,,,,,,,0.0,0.0,0.0,0.0,,,
67283,,,,,,,,,20.694602,18.421544,19.20834,,,,
67284,,,,,,,,20.356081,57.341649,78.760984,78.314133,19.655126,,,
67285,,,,,,,,0.0,,,,,,,
67286,,,,,,,,20.737241,20.703585,20.665667,,,,,
67287,,,,,,,,,63.490712,,,,,,
67288,,,,,,,,37.568083,37.861934,0.0,,,,,
67289,,,,,,,,,20.720345,,,,,,
67290,,,,,,,,,54.632795,39.219236,58.936734,,,,
67291,,,,,,,,,20.289849,18.843234,19.771167,,,,
67292,,,,,,,,,19.947388,,,,,,
67293,,,,,,,,0.0,18.188348,18.188348,19.060331,,,,
67294,,,,,,,,,,0.0,,,,,
67296,,,,,,,,19.416117,16.913408,20.401588,19.481012,,,,
67298,,,,,,,,18.860655,19.641869,18.988322,17.555808,,,,
67300,,,,,,,,73.378318,52.128273,62.632721,,,,,
67301,,,,,,,,,,,59.841057,,,,
67302,,,,,,,,20.055307,57.400404,55.898701,56.42242,61.093245,,,
67303,,,,,,,,37.17594,36.043506,37.509632,,,,,
67304,,,,,,,,0.0,,0.0,,,,,
67305,,,,,,,,,55.112233,55.713784,39.260323,38.629271,,,
67307,,,,,,,,,,,,15.579275,,,
67308,,,,,,,,17.513177,0.0,17.036746,14.805384,,,,
67309,,,,,,,,21.448367,41.997163,41.081602,,,,,
67311,,,,,,,,,18.61838,19.611436,19.961907,,,,
67312,,,,,,,,19.554239,39.015594,39.032729,19.460445,,,,
67315,,,,,,,,,,,19.587301,,,,
67316,,,,,,,,19.616825,20.248627,21.389125,,,,,
67317,,,,,,,,0.0,0.0,0.0,20.38338,,,,
67318,,,,,,,,37.156895,37.840441,55.941545,18.98806,,,,
67319,,,,,,,,20.84005,20.512082,22.313077,21.594374,,,,
67320,,,,,,,,0.0,0.0,,,,,,
67321,,,,,,,,,,,,,0.0,,
67323,,,,,,,,18.670625,35.514503,20.330711,,,,,
67324,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67325,,,,,,,,19.011989,19.023097,19.571476,,,,,
67327,,,,,,,,38.282446,81.76108,134.765568,139.276445,134.452675,,,
67328,,,,,,,,54.9108,,,,,,,
67329,,,,,,,,,0.0,0.0,0.0,0.0,,,
67330,,,,,,,,19.614881,19.05498,19.05498,,,,,
67331,,,,,,,,,,,,,0.0,,
67332,,,,,,,,18.759508,60.542597,55.368334,59.919202,,,,
67333,,,,,,,,,,,43.578285,,,,
67334,,,,,,,,19.843199,73.815964,54.340867,38.38627,,,,
67335,,,,,,,,61.202143,94.194353,19.462443,0.0,0.0,0.0,,
67336,,,,,,,,20.978345,40.454604,40.404349,37.505062,37.795991,,,
67337,,,,,,,,35.927144,38.30554,35.969593,0.0,,,,
67338,,,,,,,,,,0.0,,,,,
67339,,,,,,,,19.987685,57.898546,53.617025,17.939979,,,,
67340,,,,,,,,,0.0,71.612911,73.647999,19.06976,,,
67341,,,,,,,,21.094547,19.280153,19.413465,0.0,20.323097,,,
67342,,,,,,,,,,,20.326228,,0.0,,
67343,,,,,,,,18.722461,19.719972,18.148565,,,,,
67345,,,,,,,,,,,,,0.0,,
67346,,,,,,,,33.885682,40.115693,59.019535,39.789144,,,,
67347,,,,,,,,,32.895551,,,,,,
67349,,,,,,,,,,,20.026999,,,,
67350,,,,,,,,,17.993259,0.0,18.247577,18.35943,18.680897,,
67351,,,,,,,,,,,17.377129,,,,
67352,,,,,,,,,,,,20.04501,,,
67353,,,,,,,,16.78001,18.195412,19.534761,,,,,
67354,,,,,,,,,,,19.056718,19.06121,20.437325,,
67355,,,,,,,,20.651374,,,,,,,
67357,,,,,,,,20.768753,,,,,,,
67358,,,,,,,,55.759447,53.58068,58.176433,0.0,,,,
67359,,,,,,,,,,54.446852,37.516951,,,,
67360,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67362,,,,,,,,0.0,0.0,0.0,,,,,
67363,,,,,,,,17.973077,,18.339771,,,,,
67364,,,,,,,,,19.39666,19.417301,18.452496,,,,
67365,,,,,,,,37.648547,55.297522,58.231471,,,,,
67366,,,,,,,,,0.0,0.0,0.0,,,,
67367,,,,,,,,19.971271,60.235896,77.852988,96.29952,20.307743,,,
67368,,,,,,,,,,,20.13963,,0.0,,
67369,,,,,,,,,19.657162,20.604774,21.034853,20.204103,20.087588,,
67370,,,,,,,,20.849535,41.060192,41.136275,20.307743,,,,
67371,,,,,,,,,,17.926609,19.975715,0.0,,,
67372,,,,,,,,18.262023,18.060065,20.14697,20.167135,,,,
67373,,,,,,,,,0.0,0.0,19.458777,19.482467,,,
67374,,,,,,,,20.096332,,,40.306882,18.346303,,,
67375,,,,,,,,,16.784136,16.774645,17.178414,16.778452,15.32194,,
67376,,,,,,,,,0.0,0.0,,,,,
67377,,,,,,,,,0.0,0.0,0.0,,,,
67378,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67381,,,,,,,,,,17.910769,16.127187,51.131063,,,
67382,,,,,,,,,,,16.279026,,,,
67383,,,,,,,,,19.235692,19.567333,,,,,
67384,,,,,,,,21.253304,39.203015,38.670178,38.245545,38.346301,18.04109,,
67385,,,,,,,,0.0,,0.0,0.0,,,,
67387,,,,,,,,35.579846,57.228268,32.836934,18.632631,,,,
67388,,,,,,,,,0.0,0.0,0.0,,,,
67390,,,,,,,,19.408573,34.93725,37.90604,38.421547,,,,
67391,,,,,,,,17.634198,17.610802,17.956388,,,,,
67392,,,,,,,,,,,20.123447,18.280167,,,
67393,,,,,,,,,,,18.912304,,,,
67394,,,,,,,,37.483205,18.266532,36.724295,,,,,
67395,,,,,,,,0.0,18.566152,40.737489,37.860654,0.0,,,
67396,,,,,,,,,,,,19.673161,,,
67397,,,,,,,,0.0,0.0,21.744844,21.815306,22.222991,,,
67398,,,,,,,,20.992014,39.828557,40.623155,41.240122,38.512999,,,
67400,,,,,,,,126.709243,106.883724,150.72237,107.18836,20.619176,,,
67401,,,,,,,,16.650141,16.697833,,,,,,
67402,,,,,,,,,,,,,19.061066,,
67403,,,,,,,,19.774689,21.19117,20.073134,,,,,
67404,,,,,,,,35.303693,31.998387,53.36302,21.208395,,,,
67405,,,,,,,,32.630372,88.181697,32.862816,106.889545,73.875596,,,
67407,,,,,,,,18.914349,40.699593,38.734875,39.288658,,,,
67409,,,,,,,,,,,,,20.286081,,
67410,,,,,,,,17.18086,17.832198,18.359159,18.363831,16.998043,,,
67411,,,,,,,,,17.849105,18.07283,,17.538258,19.260717,,
67412,,,,,,,,19.764692,59.471135,17.200376,0.0,0.0,,,
67413,,,,,,,,,40.107099,37.857119,0.0,,,,
67414,,,,,,,,,,,20.585083,15.646002,,,
67415,,,,,,,,,0.0,19.480002,19.466427,19.460278,,,
67416,,,,,,,,,20.13813,38.775727,37.03195,,,,
67417,,,,,,,,19.07105,0.0,,,,,,
67419,,,,,,,,,,,,,0.0,,
67420,,,,,,,,,,,38.487653,17.578848,17.436501,,
67421,,,,,,,,17.778042,33.021367,33.418148,15.521222,35.453277,17.628113,,
67422,,,,,,,,,,,,18.315841,,,
67423,,,,,,,,,,,,18.426609,,,
67424,,,,,,,,18.878123,18.021973,,,,,,
67425,,,,,,,,16.694289,37.66216,14.86852,36.139183,34.25191,36.682068,,
67426,,,,,,,,,,0.0,,20.926251,,,
67427,,,,,,,,18.707413,,,,,,,
67429,,,,,,,,0.0,0.0,0.0,0.0,,,,
67431,,,,,,,,,44.070528,,,,,,
67433,,,,,,,,20.556053,17.03207,20.560057,,,,,
67434,,,,,,,,19.976316,60.861815,60.936128,119.363903,95.265751,,,
67435,,,,,,,,,0.0,19.059918,19.05498,0.0,19.05498,,
67436,,,,,,,,,,,0.0,,,,
67437,,,,,,,,16.691317,19.95199,19.160618,,,,,
67438,,,,,,,,,,19.663209,,,,,
67440,,,,,,,,34.210448,56.740214,56.970562,38.068721,,,,
67441,,,,,,,,,0.0,,0.0,,,,
67442,,,,,,,,20.414662,,,,19.858854,,,
67443,,,,,,,,19.046322,19.5896,19.514794,19.614387,,,,
67444,,,,,,,,20.729339,20.729339,,0.0,,,,
67445,,,,,,,,32.18491,0.0,19.150631,0.0,,,,
67446,,,,,,,,,0.0,0.0,0.0,0.0,,,
67447,,,,,,,,17.828761,,,,,,,
67448,,,,,,,,38.983339,41.12923,19.710861,,,,,
67449,,,,,,,,19.600969,20.303416,19.89182,19.450661,,,,
67451,,,,,,,,,20.102236,20.214944,20.545066,20.383783,,,
67452,,,,,,,,,53.24394,72.504887,75.073764,,,,
67453,,,,,,,,,,,,0.0,,,
67454,,,,,,,,34.884324,49.648409,56.723497,72.675582,17.189132,,,
67455,,,,,,,,19.473575,39.463162,39.514145,39.752054,20.428185,,,
67456,,,,,,,,83.145396,83.696484,103.862174,0.0,,,,
67457,,,,,,,,,0.0,20.939277,18.82284,0.0,,,
67458,,,,,,,,,,,,21.248866,0.0,,
67460,,,,,,,,19.665422,18.215314,18.793544,20.060371,18.985576,,,
67461,,,,,,,,0.0,41.294968,40.902465,0.0,,,,
67462,,,,,,,,,,,0.0,0.0,,,
67463,,,,,,,,,,0.0,0.0,0.0,,,
67464,,,,,,,,19.746017,,,,,,,
67465,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67466,,,,,,,,81.80942,41.011962,,,,,,
67467,,,,,,,,0.0,16.310629,17.42959,,,,,
67468,,,,,,,,20.402203,36.752721,36.949094,37.163709,16.684865,0.0,,
67470,,,,,,,,,,,,16.826156,,,
67471,,,,,,,,40.530392,58.78872,36.204072,81.365843,,,,
67472,,,,,,,,19.964649,19.471715,18.498355,37.014303,58.457073,,,
67473,,,,,,,,,,,20.141992,,18.951479,,
67474,,,,,,,,,0.0,0.0,,,,,
67475,,,,,,,,17.232287,19.836673,19.445081,17.609551,,,,
67476,,,,,,,,54.487122,57.10762,57.895247,57.48831,,,,
67477,,,,,,,,,,41.027587,37.521452,38.192063,18.420111,,
67478,,,,,,,,,,0.0,,,,,
67479,,,,,,,,,,20.022655,,,,,
67481,,,,,,,,,18.8773,19.887745,18.804234,,,,
67482,,,,,,,,,,0.0,0.0,,,,
67485,,,,,,,,19.518229,19.058568,18.764307,19.891353,17.160124,,,
67486,,,,,,,,,0.0,22.330892,22.278222,22.278345,,,
67489,,,,,,,,,,18.844253,0.0,0.0,,,
67490,,,,,,,,,0.0,0.0,0.0,,,,
67491,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,
67492,,,,,,,,36.530116,35.912208,34.655975,18.274312,,,,
67493,,,,,,,,0.0,11.337555,0.0,,,,,
67494,,,,,,,,,15.190318,37.599756,19.057003,,,,
67495,,,,,,,,18.562722,19.23663,19.293174,19.91405,,,,
67496,,,,,,,,,,20.630421,20.630421,20.630421,,,
67497,,,,,,,,,0.0,,,,,,
67499,,,,,,,,18.69525,17.700359,18.564725,19.614461,,,,
67501,,,,,,,,0.0,0.0,0.0,0.0,,,,
67502,,,,,,,,,,,0.0,19.820373,,,
67503,,,,,,,,42.714149,21.787936,,,,,,
67504,,,,,,,,,,,,,0.0,,
67505,,,,,,,,,16.907602,20.26278,20.469653,19.167455,39.25762,,
67506,,,,,,,,,,0.0,42.087628,,,,
67507,,,,,,,,,,0.0,0.0,,,,
67509,,,,,,,,,,,,,20.553986,,
67510,,,,,,,,,19.768082,17.408022,16.729229,,,,
67511,,,,,,,,,,,,,19.96122,,
67512,,,,,,,,,0.0,0.0,,,,,
67513,,,,,,,,20.664428,20.664418,41.672487,20.664418,,,,
67514,,,,,,,,20.209875,20.218776,20.21872,20.298389,,,,
67515,,,,,,,,17.707906,56.112572,60.369793,,,,,
67516,,,,,,,,0.0,40.627572,42.458089,40.030672,38.934031,37.822493,,
67517,,,,,,,,,,,0.0,0.0,0.0,,
67518,,,,,,,,17.945954,37.337714,35.093922,38.397334,,,,
67519,,,,,,,,18.296942,18.402216,0.0,18.656016,,,,
67520,,,,,,,,,0.0,0.0,0.0,,,,
67521,,,,,,,,20.442399,20.239495,16.55881,57.867096,37.451257,0.0,,
67522,,,,,,,,,,0.0,0.0,,,,
67524,,,,,,,,,,18.564774,19.317344,19.435127,,,
67526,,,,,,,,0.0,18.464696,18.189537,36.602661,18.905098,,,
67528,,,,,,,,52.65343,52.091595,54.774467,53.192672,,,,
67529,,,,,,,,35.75565,52.410738,54.994563,0.0,,,,
67530,,,,,,,,,16.988257,16.507133,16.700838,,,,
67532,,,,,,,,59.69002,74.918046,94.691117,38.187155,,,,
67533,,,,,,,,20.419749,20.133087,20.698477,,,,,
67534,,,,,,,,16.714381,17.395038,19.578806,,,,,
67535,,,,,,,,,20.664406,18.262355,18.697991,,,,
67536,,,,,,,,19.544973,,19.689282,15.496953,,,,
67537,,,,,,,,,,,18.428734,,,,
67538,,,,,,,,20.052205,19.729199,,19.450563,19.409152,,,
67539,,,,,,,,,0.0,0.0,0.0,,,,
67541,,,,,,,,,16.211969,16.253992,16.258099,,,,
67542,,,,,,,,19.971261,39.719323,39.901567,39.719234,,,,
67543,,,,,,,,,,,,19.876085,,,
67544,,,,,,,,,19.254752,19.828227,,,,,
67545,,,,,,,,,,0.0,0.0,,,,
67547,,,,,,,,,0.0,0.0,0.0,,,,
67549,,,,,,,,0.0,0.0,0.0,20.358023,17.899734,,,
67550,,,,,,,,19.354158,17.715569,18.456233,18.355815,,,,
67551,,,,,,,,40.686859,76.240389,76.372074,17.055089,,,,
67552,,,,,,,,43.215193,43.457296,65.340063,64.468395,,,,
67553,,,,,,,,,,20.040573,17.54855,18.153627,,,
67554,,,,,,,,30.669526,34.1266,38.585201,15.909703,,,,
67555,,,,,,,,,,,41.474957,41.179295,16.193604,,
67556,,,,,,,,,0.0,0.0,,,,,
67557,,,,,,,,,,,0.0,0.0,0.0,,
67558,,,,,,,,41.915792,108.48043,107.988657,64.710416,,,,
67559,,,,,,,,,,0.0,,,,,
67560,,,,,,,,,,21.085097,20.99913,,,,
67561,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
67562,,,,,,,,0.0,0.0,,,,,,
67563,,,,,,,,35.317153,33.75968,32.686917,33.364694,,,,
67564,,,,,,,,,37.976825,37.382983,18.391586,,,,
67565,,,,,,,,53.451935,62.362972,101.325469,78.108628,40.823868,40.626033,,
67567,,,,,,,,,37.958249,37.786605,18.538044,18.076534,,,
67568,,,,,,,,,39.573286,39.555708,,,,,
67569,,,,,,,,19.05448,37.918706,35.263282,35.15709,18.376337,,,
67570,,,,,,,,,20.296393,,20.307743,,,,
67571,,,,,,,,19.044829,15.59196,16.505535,16.857385,,,,
67572,,,,,,,,,0.0,22.418306,21.374078,,21.646229,,
67573,,,,,,,,,0.0,0.0,0.0,,,,
67574,,,,,,,,,0.0,0.0,0.0,40.92826,,,
67575,,,,,,,,,19.681894,,,,,,
67576,,,,,,,,0.0,21.225574,20.272582,19.759727,,,,
67577,,,,,,,,19.920861,39.597105,40.226073,19.611448,,,,
67578,,,,,,,,0.0,17.703473,36.10032,36.560497,51.428315,,,
67579,,,,,,,,,,,0.0,,,,
67580,,,,,,,,,13.057499,,,,,,
67581,,,,,,,,,,,,0.0,,,
67582,,,,,,,,,17.9219,18.840926,40.907761,60.471504,58.106609,,
67583,,,,,,,,38.131788,56.874045,72.422561,92.156017,56.704494,37.518649,,
67584,,,,,,,,,,0.0,0.0,0.0,0.0,,
67585,,,,,,,,21.962455,19.957533,22.215161,0.0,,,,
67586,,,,,,,,,21.073798,41.452212,41.231086,0.0,,,
67587,,,,,,,,,,,0.0,0.0,0.0,,
67590,,,,,,,,,0.0,20.293354,20.99221,20.312019,0.0,,
67591,,,,,,,,0.0,,,,,,,
67592,,,,,,,,,0.0,0.0,0.0,,,,
67593,,,,,,,,36.997071,54.518708,36.459592,56.116805,57.413253,,,
67594,,,,,,,,19.047452,,,,,,,
67595,,,,,,,,,16.877131,17.366336,16.090068,,,,
67596,,,,,,,,43.25492,21.888193,,,,,,
67598,,,,,,,,,,,,0.0,0.0,,
67599,,,,,,,,,,0.0,0.0,0.0,,,
67600,,,,,,,,18.659237,20.38981,,,,,,
67603,,,,,,,,16.562928,19.078877,37.649428,,,,,
67604,,,,,,,,0.0,0.0,0.0,20.674848,19.341001,,,
67605,,,,,,,,39.464505,57.22859,,,,,,
67606,,,,,,,,41.292135,40.509842,62.021427,42.232523,,,,
67607,,,,,,,,,,,20.058547,0.0,,,
67608,,,,,,,,,,,19.86591,,,,
67609,,,,,,,,,,,20.440599,0.0,,,
67610,,,,,,,,,0.0,0.0,,,,,
67611,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67612,,,,,,,,20.242953,,,,,,,
67613,,,,,,,,0.0,0.0,40.701077,0.0,,,,
67614,,,,,,,,18.603712,33.401783,38.404753,36.582575,0.0,,,
67615,,,,,,,,19.460445,19.973468,18.019765,,,,,
67617,,,,,,,,20.711173,20.275948,20.590107,19.455898,,,,
67618,,,,,,,,21.604604,21.561851,22.053967,0.0,,,,
67619,,,,,,,,17.15746,19.416793,19.494315,0.0,,,,
67620,,,,,,,,0.0,18.161587,18.159888,18.166438,,,,
67621,,,,,,,,19.981211,37.191836,,,,,,
67622,,,,,,,,,20.1294,17.436249,0.0,0.0,,,
67623,,,,,,,,,17.631752,16.022895,18.38287,,,,
67624,,,,,,,,17.208585,35.854058,56.751975,17.15786,,,,
67625,,,,,,,,78.610723,74.674141,,,,,,
67626,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,
67628,,,,,,,,,,,,,19.309622,,
67630,,,,,,,,,,,,,0.0,,
67631,,,,,,,,20.759728,41.374472,41.415912,41.412212,20.743229,,,
67632,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
67633,,,,,,,,,,,40.23277,,,,
67634,,,,,,,,,,20.58894,19.041971,,,,
67635,,,,,,,,19.308843,17.147304,16.805082,51.771432,52.11462,,,
67636,,,,,,,,19.660967,,,,,,,
67637,,,,,,,,56.613972,55.901685,74.469532,0.0,,,,
67638,,,,,,,,19.133791,,,19.183272,,,,
67639,,,,,,,,20.155367,36.690118,35.151462,18.572515,,,,
67640,,,,,,,,39.147699,39.590661,41.381123,41.487756,39.908647,0.0,,
67641,,,,,,,,18.615886,38.310847,34.163835,38.062102,,,,
67642,,,,,,,,,,,19.671203,,,,
67644,,,,,,,,,,,18.958359,16.344878,18.995028,,
67645,,,,,,,,,21.252204,17.649197,21.279603,21.257251,,,
67646,,,,,,,,17.212411,15.928227,,,,,,
67647,,,,,,,,33.581912,40.236223,35.934859,19.06801,37.250536,,,
67648,,,,,,,,,22.160527,18.807448,17.490133,,,,
67649,,,,,,,,,0.0,0.0,0.0,,,,
67650,,,,,,,,14.677344,20.857492,17.660936,,,,,
67651,,,,,,,,,,20.751556,38.547694,19.395522,20.232668,,
67652,,,,,,,,,,0.0,0.0,,,,
67653,,,,,,,,19.441941,18.909393,15.226149,,,,,
67654,,,,,,,,,18.905992,39.478707,0.0,,,,
67655,,,,,,,,19.493412,19.494585,15.915724,16.474795,,,,
67656,,,,,,,,21.353941,,18.486181,0.0,,,,
67657,,,,,,,,,0.0,0.0,,,,,
67658,,,,,,,,42.647396,,,,,,,
67659,,,,,,,,16.589699,18.196958,17.240668,16.164148,17.981889,,,
67660,,,,,,,,17.720196,56.07808,56.341244,77.135471,56.322389,39.026292,,
67661,,,,,,,,,55.647304,109.88534,53.363021,,,,
67662,,,,,,,,16.70792,31.002134,34.599471,17.385818,14.867533,,,
67663,,,,,,,,0.0,,,,,,,
67664,,,,,,,,,,,20.874049,,,,
67665,,,,,,,,,17.171105,13.938985,19.748127,20.863351,,,
67666,,,,,,,,,,,,18.72828,,,
67667,,,,,,,,18.199467,17.789982,17.717057,0.0,,,,
67668,,,,,,,,,,19.747877,19.74595,,,,
67669,,,,,,,,,21.053418,21.436332,,,,,
67670,,,,,,,,,18.90177,19.30223,,,,,
67671,,,,,,,,,,19.460812,34.475983,,,,
67672,,,,,,,,19.008344,0.0,18.209846,,,,,
67673,,,,,,,,0.0,18.988776,19.694375,20.586763,,,,
67675,,,,,,,,20.148343,,,,,,,
67676,,,,,,,,31.703018,,,,,,,
67677,,,,,,,,,,,,0.0,,,
67679,,,,,,,,0.0,0.0,0.0,0.0,,,,
67680,,,,,,,,,19.973911,,,19.971271,,,
67682,,,,,,,,,,,17.691757,,,,
67683,,,,,,,,19.254036,19.524983,,,,,,
67684,,,,,,,,18.106011,18.064814,18.198702,,,,,
67685,,,,,,,,,0.0,0.0,0.0,0.0,,,
67686,,,,,,,,19.760266,,18.940495,,,,,
67687,,,,,,,,0.0,15.759763,18.692423,17.985742,,,,
67688,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67689,,,,,,,,,,17.605341,,,,,
67690,,,,,,,,18.978369,14.859599,14.623343,17.984547,0.0,,,
67691,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67693,,,,,,,,17.149761,54.384805,53.68334,55.566306,40.533768,,,
67694,,,,,,,,,20.783569,20.595453,20.054931,,,,
67695,,,,,,,,,,0.0,19.748127,18.684184,0.0,,
67696,,,,,,,,0.0,0.0,0.0,17.646072,,,,
67697,,,,,,,,17.960459,,,,,,,
67699,,,,,,,,,,,16.424516,,,,
67700,,,,,,,,17.79692,19.56575,17.490539,19.189607,,,,
67701,,,,,,,,,,0.0,0.0,,,,
67703,,,,,,,,18.320896,,,,,,,
67704,,,,,,,,,20.149243,19.463171,20.143261,39.534587,38.158343,,
67705,,,,,,,,0.0,0.0,,0.0,0.0,,,
67706,,,,,,,,,0.0,0.0,19.304765,,,,
67707,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
67708,,,,,,,,,18.386233,19.47797,19.867753,18.114204,19.539657,,
67709,,,,,,,,,,,,,0.0,,
67710,,,,,,,,17.15706,17.300603,38.524934,,,,,
67711,,,,,,,,,,,21.310264,,,,
67714,,,,,,,,,,,19.034767,,,,
67715,,,,,,,,20.310724,20.094673,20.34039,19.805924,20.437467,20.382879,,
67716,,,,,,,,19.549322,38.801227,,,,,,
67717,,,,,,,,,,19.461777,,,,,
67718,,,,,,,,,36.69577,17.035466,15.873761,,,,
67720,,,,,,,,37.445452,36.358024,37.585815,36.521311,,,,
67721,,,,,,,,,,,0.0,,,,
67722,,,,,,,,,19.015969,18.545512,79.360423,57.278749,78.705099,,
67723,,,,,,,,,,,18.905017,19.278119,,,
67724,,,,,,,,58.726203,18.613696,,,,,,
67725,,,,,,,,,,,0.0,19.901535,,,
67726,,,,,,,,19.21329,16.877881,33.915118,19.996845,19.993001,0.0,,
67727,,,,,,,,,0.0,20.720771,21.157955,,20.835628,,
67728,,,,,,,,,16.892896,17.26444,16.916765,16.892244,15.360686,,
67729,,,,,,,,,,,0.0,0.0,,,
67730,,,,,,,,,,0.0,40.90765,39.279036,19.460445,,
67731,,,,,,,,,17.077553,,,,,,
67732,,,,,,,,,19.602951,18.758667,18.175816,,,,
67733,,,,,,,,0.0,20.173508,19.094114,20.354584,19.456668,,,
67734,,,,,,,,,18.343893,19.056529,19.05498,19.131455,,,
67735,,,,,,,,16.743455,17.260416,15.104476,16.82024,17.285843,,,
67736,,,,,,,,0.0,0.0,,,,,,
67737,,,,,,,,,,20.965033,15.595306,,22.241551,,
67738,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
67739,,,,,,,,,,0.0,0.0,,,,
67740,,,,,,,,,,0.0,0.0,,,,
67741,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
67742,,,,,,,,9.151598,31.819008,12.706843,,,,,
67744,,,,,,,,79.55376,58.860274,98.040894,100.724666,19.345793,,,
67745,,,,,,,,51.234807,97.815069,97.985568,98.235338,,,,
67746,,,,,,,,57.318044,58.236559,77.15327,78.760673,38.435976,39.775217,,
67747,,,,,,,,20.664418,20.664418,20.664418,40.65758,20.154592,0.0,,
67748,,,,,,,,0.0,0.0,0.0,0.0,,,,
67749,,,,,,,,18.323508,38.82573,34.349971,37.157476,,,,
67750,,,,,,,,0.0,38.413772,33.095756,34.069798,,,,
67751,,,,,,,,,,,,0.0,,,
67752,,,,,,,,,,0.0,0.0,0.0,,,
67753,,,,,,,,0.0,,0.0,,,,,
67755,,,,,,,,0.0,0.0,0.0,0.0,,,,
67756,,,,,,,,20.54584,19.697352,20.617818,20.340545,,19.131047,,
67757,,,,,,,,,,,20.23686,20.165191,,,
67758,,,,,,,,,,20.355274,20.93658,,,,
67759,,,,,,,,,,20.150253,20.162737,,,,
67760,,,,,,,,,18.141385,40.751482,20.449907,,,,
67761,,,,,,,,,,16.752395,19.242703,,,,
67762,,,,,,,,19.21661,20.343517,20.398334,0.0,,,,
67764,,,,,,,,,19.660435,18.692646,19.58396,,,,
67765,,,,,,,,,,16.85224,18.359219,,,,
67766,,,,,,,,19.957172,41.513972,41.497988,42.212768,,,,
67767,,,,,,,,,,,19.608848,,,,
67768,,,,,,,,16.953783,19.058947,17.921885,16.909698,,,,
67769,,,,,,,,,,,0.0,0.0,,,
67770,,,,,,,,,,,19.483627,,,,
67771,,,,,,,,,0.0,0.0,0.0,,,,
67772,,,,,,,,,,,21.221309,,,,
67773,,,,,,,,,19.11041,19.402385,20.4978,,,,
67774,,,,,,,,,17.746424,15.196261,17.778096,,,,
67775,,,,,,,,,,0.0,,,,,
67776,,,,,,,,21.063449,34.83445,41.727175,20.674368,,,,
67777,,,,,,,,0.0,,0.0,0.0,,,,
67778,,,,,,,,0.0,0.0,0.0,,,,,
67779,,,,,,,,,,,0.0,,,,
67780,,,,,,,,0.0,0.0,0.0,0.0,,,,
